"objectid","BLOCKFACE_ID","AREA_TYPE","PM_DISTRICT_ID","BLOCK_NUM","BLOCK_ID","STREET_ID","STREET_NAME","BLOCKFACE_ORIENTATION","STR_NUM_PARITY","STR_SEG_ORIENTATION","FM_ADDR_NO","TO_ADDR_NO","ENDPT1_LONGITUDE","ENDPT1_LATITUDE","ENDPT2_LONGITUDE","ENDPT2_LATITUDE","CREATED_DT","LAST_UPD_DT","LAST_UPD_USER","LAST_UPD_PGM","NEIGHBORHOOD_ID","shape","data_as_of","data_loaded_at","analysis_neighborhood","supervisor_district"
"1877157","664232","Pilot","6","23","66423","664","STOCKTON ST","E","Even","R","2300","2398","-122.41045866","37.80709314","-122.41059605","37.80778405","2011-02-11 02:57:05-08:00","2026-06-18 03:39:52-07:00","OpenGeoUser","OpenGeo - blockfaces.html","6","LINESTRING (-122.41045866 37.80709314, -122.410596048 37.80778405)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","North Beach","3"
"1877112","650051","Pilot","1","5","65005","650","SACRAMENTO ST","S","Odd","L","501","599","-122.4015691","37.79391269","-122.40280326","37.79375478","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.401569101 37.793912694, -122.402803259 37.793754778)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","3"
"1876927","350041","Pilot","1","4","35004","350","CALIFORNIA ST","S","Odd","L","401","499","-122.40138604","37.7929662","-122.40255683","37.79281633","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.401386039 37.792966204, -122.40255683 37.792816335)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","3"
"1878230","571021","Pilot","1","2","57102","571","MONTGOMERY ST","W","Odd","L","201","299","-122.40247837","37.79110742","-122.40260008","37.79170187","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.402478375 37.791107423, -122.40260008 37.791701871)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","3"
"1876646","440012","Pilot","1","1","44001","440","GEARY ST","N","Even","R","100","198","-122.40531281","37.78778415","-122.40606216","37.78768859","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.405312814 37.787784148, -122.406062161 37.787688594)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","3"
"1878365","612232",,"15","23","61223","612","POLK ST","E","Even","R","2300","2398","-122.42209817","37.79796721","-122.42223697","37.79865419","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.422098169 37.79796721, -122.422236974 37.798654194)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Russian Hill","3"
"1878627","502282","Pilot","6","28","50228","502","JONES ST","E","Even","R","2800","2898","-122.41722591","37.80723899","-122.41730034","37.80761517","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","6","LINESTRING (-122.41722591 37.807238986, -122.417300342 37.807615168)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","North Beach","3"
"1878099","422072",,"12","7","42207","422","FRONT ST","E","Even","R","700","798","-122.39963388","37.79795011","-122.39976665","37.79860591","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.399633876 37.797950111, -122.399766647 37.798605914)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","3"
"1877248","121172",,"25","17","12117","121","21ST AVE","E","Even","L","1700","1798","-122.47856367","37.75439348","-122.47855562","37.75428284","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.478563669 37.754393482, -122.478555623 37.75428284)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Sunset/Parkside","4"
"1877917","680111",,"26","11","68011","680","TARAVAL ST","S","Odd","L","1101","1199","-122.47798733","37.74286663","-122.47818145","37.74285757","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.477987326 37.742866626, -122.478181452 37.742857574)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Sunset/Parkside","4"
"1878015","563052","Pilot","3","5","56305","563","MCALLISTER ST","N","Even","R","500","598","-122.42079863","37.78009153","-122.42177429","37.77996681","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","3","LINESTRING (-122.420798632 37.780091531, -122.421774291 37.779966807)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Western Addition","5"
"1877009","209002",,"14","0","20900","209","09TH ST","SW","Even","R","2","98","-122.41621605","37.77730638","-122.41492356","37.77627137","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.416216053 37.777306377, -122.414923557 37.776271374)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1877230","205051","Pilot","2","5","20505","205","05TH ST","NE","Odd","L","501","599","-122.39990445","37.77760712","-122.3988443","37.77676122","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.399904446 37.777607121, -122.398844297 37.776761215)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1876661","463012","Pilot","2","1","46301","463","HAWTHORNE ST","SW","Even","R","100","198","-122.39770972","37.78450915","-122.3964303","37.78349527","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.397709716 37.784509153, -122.396430296 37.783495273)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","6"
"1876355","211012",,"14","1","21101","211","11TH ST","SW","Even","R","134","198","-122.41657111","37.77377691","-122.41576645","37.77313518","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.416571112 37.773776906, -122.415766445 37.773135184)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission","6"
"1879303","206052",,"14","5","20605","206","06TH ST","SW","Even","R","500","598","-122.40254323","37.77593569","-122.40143517","37.77504972","2021-07-01 04:01:36-07:00","2021-07-01 04:01:36-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.402543229 37.775935688, -122.401435168 37.775049719)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1879067","645011",,"42","1","64501","645","RHODE ISLAND ST","E","Odd","L","101","199","-122.40282962","37.76856424","-122.40272678","37.76746089","2016-05-20 02:00:21-07:00","2016-07-26 04:28:01-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.402829618 37.768564237, -122.402726782 37.767460885)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission Bay","6"
"1879465","756022",,"54","2","75602","756","Yerba Buena Rd","N","Even","R","250","298","-122.36810635","37.81071542","-122.36743043","37.81058404","2026-07-01 06:47:44-07:00","2026-07-01 06:47:44-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.368106349 37.810715422, -122.367430432 37.810584041)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Treasure Island","6"
"1876995","700102","Pilot","4","10","70010","700","VALENCIA ST","W","Even","R","1000","1098","-122.42121102","37.75673607","-122.42108328","37.75540233","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","4","LINESTRING (-122.421211024 37.756736069, -122.421083283 37.755402334)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission","9"
"1876440","730122",,"29","12","73012","730","YORK ST","W","Even","R","1200","1298","-122.40822973","37.75273285","-122.40821967","37.75262422","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.408229732 37.752732851, -122.408219674 37.75262422)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission","9"
"1876455","667121","Pilot","4","12","66712","667","SOUTH VAN NESS AVE","E","Odd","L","1201","1299","-122.41630457","37.75388554","-122.41623013","37.75311004","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","4","LINESTRING (-122.416304566 37.753885536, -122.416230135 37.753110038)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission","9"
"1878806","545002",,"38","0","54500","545","LELAND AVE","NE","Even","R","2","98","-122.40389258","37.7113106","-122.40548682","37.71193221","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.403892577 37.711310601, -122.405486824 37.711932207)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Visitacion Valley","10"
"1879125","491102",,"44","10","49110","491","INDIANA ST","W","Even","R","1000","1098","-122.39125655","37.75768512","-122.39111963","37.75626254","2018-07-15 08:08:03-07:00","2018-08-01 04:24:44-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.391256548 37.757685123, -122.391119634 37.756262536)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Potrero Hill","10"
"1878213","301041",,"38","4","30104","301","ALPHA ST","SE","Odd","L","401","499","-122.40543993","37.71215182","-122.40553611","37.71199658","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.405439933 37.712151817, -122.405536109 37.71199658)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Visitacion Valley","10"
"1878597","443142",,"15","14","44314","443","GOUGH ST","E","Even","R","1400","1498","-122.42479984","37.78632669","-122.4249306","37.78697948","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.424799839 37.786326695, -122.424930597 37.786979481)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Western Addition","2"
"1878465","364071","Pilot","1","7","36407","364","COMMERCIAL ST","S","Odd","L","701","799","-122.40490948","37.79395796","-122.40612352","37.79380306","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.404909475 37.793957956, -122.406123516 37.793803058)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Chinatown","3"
"1876814","830061",,"11","6","83006","830","EMBARCADERO NORTH","SW","Odd","L","601","699","-122.39938996","37.80090151","-122.39997218","37.80155798","2011-02-11 02:57:05-08:00","2018-05-05 01:37:09-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.399389964 37.800901507, -122.399972182 37.801557982)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","3"
"1878470","500042","Pilot","1","4","50004","500","JACKSON ST","N","Even","R","400","498","-122.40200262","37.79664454","-122.40335949","37.79647556","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.402002615 37.796644538, -122.403359485 37.796475558)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Chinatown","3"
"1878416","562001",,"13","0","56200","562","MASON ST","W","Odd","L","1","99","-122.40921545","37.78354556","-122.4093452","37.78419433","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.40921545 37.783545564, -122.409345202 37.784194327)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","5"
"1876759","401061",,"15","6","40106","401","ELLIS ST","S","Odd","L","601","699","-122.41626534","37.78436431","-122.41757393","37.78419634","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.416265339 37.784364313, -122.417573929 37.784196339)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","5"
"1879287","540031",,"3","3","54003","540","LAGUNA ST","W","Odd","L","301","399","-122.42593746","37.7745004","-122.42579798","37.77373928","2022-10-26 04:22:45-07:00","2022-10-26 04:22:45-07:00","OpenGeoUser","OpenGeo - blockfaces.html","3","LINESTRING (-122.425937456 37.7745004, -122.425797982 37.773739282)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","5"
"1876524","201002","Pilot","1","0","20100","201","01ST ST","SW","Even","R","2","98","-122.39899417","37.7907926","-122.39786964","37.78990847","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.398994166 37.790792597, -122.397869644 37.789908469)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","6"
"1876910","603002",,"38","0","60300","603","PEABODY ST","W","Even","R","2","98","-122.40664957","37.71216455","-122.40669785","37.71204587","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.406649567 37.712164554, -122.406697848 37.712045866)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Visitacion Valley","10"
"1878129","203462",,"34","46","20346","203","03RD ST","W","Even","R","4600","4698","-122.39034802","37.73619392","-122.39045665","37.73588413","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.390348019 37.736193925, -122.390456649 37.735884128)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Bayview Hunters Point","10"
"1879140","845061",,"2","6","84506","845","ILLINOIS ST","E","Odd","L","601","699","-122.38785545","37.76430417","-122.38777767","37.76317718","2018-07-15 08:08:03-07:00","2021-11-22 09:49:24-08:00","OpenGeoUser","OpenGeo - blockfaces.html","2","LINESTRING (-122.387855453 37.764304173, -122.387777669 37.763177179)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Potrero Hill","10"
"1877374","321042",,"40","4","32104","321","BALBOA ST","N","Even","R","400","498","-122.46316636","37.77734058","-122.46385838","37.77730939","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.463166365 37.777340575, -122.463858379 37.777309394)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Inner Richmond","1"
"1876531","360022","Control","9","2","36002","360","CLEMENT ST","N","Even","R","200","298","-122.46140917","37.78316033","-122.46211527","37.78312814","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.461409173 37.78316033, -122.462115269 37.783128143)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Inner Richmond","1"
"1878831","105033","Control","9","3","10503","105","05TH AVE","W","Odd","R","381","399","-122.46329511","37.78125729","-122.46330919","37.78144639","2011-03-15 05:58:40-07:00","2023-11-02 03:50:27-07:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.463295112 37.781257292, -122.463309193 37.781446389)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Inner Richmond","1"
"1878515","360091","Control","9","9","36009","360","CLEMENT ST","S","Odd","L","901","999","-122.4688282","37.78267049","-122.46956649","37.7826373","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.468828204 37.782670489, -122.469566486 37.782637296)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Inner Richmond","1"
"1876547","415212","Pilot","5","21","41521","415","FILLMORE ST","E","Even","R","2100","2198","-122.43379903","37.78904345","-122.43390264","37.78955844","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","5","LINESTRING (-122.433799034 37.789043452, -122.433902635 37.789558439)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Pacific Heights","2"
"1878787","500002","Pilot","1","0","50000","500","JACKSON ST","N","Even","R","2","98","-122.39716254","37.79729431","-122.39815027","37.7971726","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.397162543 37.797294307, -122.398150272 37.797172601)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","3"
"1878202","681271","Pilot","6","27","68127","681","TAYLOR ST","W","Odd","L","2701","2799","-122.4157061","37.80738081","-122.41583082","37.8079994","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","6","LINESTRING (-122.415706095 37.807380809, -122.415830819 37.807999396)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","North Beach","3"
"1877684","612142",,"15","14","61214","612","POLK ST","E","Even","R","1400","1498","-122.42045263","37.78980688","-122.42057936","37.7904315","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.420452625 37.78980688, -122.42057936 37.790431503)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Nob Hill","3"
"1877131","327032",,"12","3","32703","327","BROADWAY","N","Even","R","300","390","-122.40264937","37.79845605","-122.40349829","37.79835144","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.402649366 37.798456045, -122.40349829 37.798351438)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","North Beach","3"
"1877553","359071","Pilot","1","7","35907","359","CLAY ST","S","Odd","L","701","799","-122.40493864","37.79439549","-122.40576745","37.79429089","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.404938644 37.794395494, -122.405767451 37.794290887)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Chinatown","3"
"1876929","336141",,"15","14","33614","336","BUSH ST","S","Odd","L","1401","1499","-122.42048079","37.78860893","-122.42160431","37.7884661","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.420480789 37.788608932, -122.421604305 37.788466103)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Nob Hill","3"
"1878312","363021",,"12","2","36302","363","COLUMBUS AVE","SW","Odd","L","201","259","-122.40579561","37.79714746","-122.40628646","37.79748542","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.405795615 37.797147455, -122.406286461 37.797485415)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Chinatown","3"
"1878119","666042","Pilot","1","4","66604","666","SUTTER ST","N","Even","R","400","498","-122.40744921","37.7894317","-122.40847013","37.78930296","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.407449205 37.789431704, -122.408470127 37.789302957)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","3"
"1877608","520101",,"12","10","52010","520","KEARNY ST","W","Odd","L","1001","1099","-122.40542245","37.79719574","-122.40555924","37.79788272","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.40542245 37.797195735, -122.405559244 37.79788272)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","North Beach","3"
"1878710","680171",,"26","17","68017","680","TARAVAL ST","S","Odd","L","1701","1799","-122.48440455","37.74258399","-122.48508047","37.74255482","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.484404546 37.742583987, -122.485080467 37.742554818)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Sunset/Parkside","4"
"1876692","581121",,"25","12","58112","581","NORIEGA ST","S","Odd","L","1201","1299","-122.47694327","37.75415108","-122.47740797","37.75412995","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.476943271 37.754151076, -122.477407966 37.754129954)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Sunset/Parkside","4"
"1876415","464051","Pilot","3","5","46405","464","HAYES ST","S","Odd","L","501","599","-122.42476262","37.77659324","-122.42606216","37.77642728","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","3","LINESTRING (-122.424762623 37.776593241, -122.426062161 37.776427278)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","5"
"1879477","701082",,"15","8","70108","701","VAN NESS AVE","E","Even","R","800","898","-122.4206939","37.78308608","-122.42082579","37.78373868","2011-02-11 02:57:05-08:00","2024-11-08 03:39:20-08:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.420693904 37.783086085, -122.42082579 37.783738684)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","5"
"1878912","384021",,"17","2","38402","384","DIVISADERO ST","W","Odd","L","201","299","-122.43729632","37.7719825","-122.43732046","37.77210219","2011-04-04 12:50:16-07:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.437296319 37.771982498, -122.437320459 37.772102193)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Haight Ashbury","5"
"1877971","563032","Pilot","3","3","56303","563","MCALLISTER ST","N","Even","R","300","398","-122.41745423","37.780516999999996","-122.41847717","37.78038725","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","3","LINESTRING (-122.417454235 37.780516999, -122.418477168 37.780387246)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","5"
"1879264","216132",,"42","13","21613","216","16TH ST","N","Even","R","1350","1398","-122.40049444","37.76628954","-122.40027797","37.76630223","2021-04-23 08:00:24-07:00","2021-04-23 08:00:24-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.400494437 37.766289539, -122.400277971 37.766302233)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission Bay","6"
"1878812","470031","Pilot","1","3","47003","470","HOWARD ST","SE","Odd","L","301","399","-122.39429994","37.78977268","-122.39489036","37.78930698","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.39429994 37.789772682, -122.394890364 37.78930698)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","6"
"1879321","418102",,"14","10","41810","418","FOLSOM ST","NW","Even","R","1002","1098","-122.40580164","37.77847701","-122.4077681","37.77692355","2023-02-24 00:56:58-08:00","2023-02-24 00:56:58-08:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.405801636 37.778477007, -122.407768104 37.776923554)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1877503","590002","Pilot","3","0","59000","590","OAK ST","N","Even","R","2","98","-122.41963589","37.7754657","-122.4208268","37.77531382","2011-02-11 02:57:05-08:00","2022-09-16 07:56:04-07:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","3","LINESTRING (-122.419635888 37.775465701, -122.420826795 37.77531382)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","6"
"1877807","568132",,"14","13","56813","568","MISSION ST","NW","Even","R","1332","1398","-122.41527359","37.77587608","-122.41584591","37.77542346","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.415273587 37.775876081, -122.415845906 37.775423456)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1876678","330071",,"14","7","33007","330","BRANNAN ST","SE","Odd","L","715","799","-122.40151076","37.77427178","-122.40298833","37.773103","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.401510762 37.774271776, -122.402988332 37.773102997)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1878232","205031","Pilot","2","3","20503","205","05TH ST","NE","Odd","L","301","399","-122.4031905","37.78022631","-122.4021897","37.77942869","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.403190505 37.780226313, -122.4021897 37.779428686)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1879393","592012","Pilot","3","1","59201","592","OCTAVIA ST","E","Even","R","100","198","-122.42373067","37.77367992","-122.4236207","37.77315625","2022-09-19 04:41:47-07:00","2022-09-19 04:41:47-07:00","OpenGeoUser","OpenGeo - blockfaces.html","3","LINESTRING (-122.423730668 37.773679919, -122.423620698 37.773156249)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","6"
"1879032","613063",,"27","6","61306","613","PORTOLA DR","SE","Odd","L","600","698","-122.45170521","37.74535581","-122.45311662","37.74460729","2013-01-16 01:33:13-08:00","2013-01-16 01:33:13-08:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.451705213 37.745355814, -122.451705543 37.745355693, -122.453116618 37.744607292)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","West of Twin Peaks","7"
